chrom	start	end	gene	type	HGNC
chr19	23739195	23758891	"ZNF681"	"protein_coding"	"ZNF681"
chr19	23762944	23871162	"RPSA2"	"protein_coding"	"RPSA2"
chr19	23790772	23833314	"ENSG00000233836"	"transcribed_unprocessed_pseudogene"	"ENSG00000233836"
chr19	23798924	23799477	"BNIP3P39"	"processed_pseudogene"	"BNIP3P39"
chr19	23817599	23874701	"ENSG00000267924"	"lncRNA"	"ENSG00000267924"
chr19	23842549	23843230	"ENSG00000277493"	"unprocessed_pseudogene"	"ENSG00000277493"
chr19	23897321	23899495	"ENSG00000287399"	"lncRNA"	"ENSG00000287399"
chr19	23914876	23945159	"ZNF726"	"protein_coding"	"ZNF726"
chr19	23919081	23958035	"ENSG00000269289"	"lncRNA"	"ENSG00000269289"
chr19	23927788	23929287	"ENSG00000269397"	"lncRNA"	"ENSG00000269397"
chr19	23935220	23936173	"ENSG00000269421"	"unprocessed_pseudogene"	"ENSG00000269421"
chr19	24004358	24004507	"RNA5-8SP4"	"rRNA_pseudogene"	"RNA5-8SP4"
chr19	24033401	24077377	"ENSG00000268362"	"lncRNA"	"ENSG00000268362"
chr19	24033405	24129968	"ZNF254"	"protein_coding"	"ZNF254"
chr19	24078481	24080669	"ENSG00000279425"	"TEC"	"ENSG00000279425"
chr19	24098425	24098980	"BNIP3P40"	"processed_pseudogene"	"BNIP3P40"
chr19	24146701	24147081	"LINC03085"	"lncRNA"	"LINC03085"
chr19	24162370	24163425	"ENSG00000268442"	"transcribed_processed_pseudogene"	"ENSG00000268442"
chr19	24162735	24163484	"ENSG00000293299"	"lncRNA"	"ENSG00000293299"
chr19	27638483	27646483	"ERVK-28"	"lncRNA"	"ERVK-28"
chr19	27639300	27639665	"ENSG00000279882"	"TEC"	"ENSG00000279882"
chr19	27681072	27794005	"LINC00662"	"lncRNA"	"LINC00662"
chr19	27757184	27760849	"ENSG00000261770"	"lncRNA"	"ENSG00000261770"
chr19	27793431	27984984	"LINC02987"	"lncRNA"	"LINC02987"
chr19	27802838	27803472	"ENSG00000281468"	"lncRNA"	"ENSG00000281468"
chr19	27803538	27804060	"ENSG00000267264"	"processed_pseudogene"	"ENSG00000267264"
chr19	27805423	27806205	"SLC25A1P5"	"processed_pseudogene"	"SLC25A1P5"
chr19	27849635	27889222	"ENSG00000266977"	"lncRNA"	"ENSG00000266977"
chr19	27892495	27898927	"ENSG00000267389"	"unprocessed_pseudogene"	"ENSG00000267389"
chr19	27902595	27956684	"ENSG00000290593"	"lncRNA"	"ENSG00000290593"
chr19	27908356	27908554	"ENSG00000267768"	"processed_pseudogene"	"ENSG00000267768"
chr19	27918943	27929370	"ENSG00000267630"	"transcribed_unprocessed_pseudogene"	"ENSG00000267630"
chr19	27936761	27984743	"ENSG00000267623"	"transcribed_unprocessed_pseudogene"	"ENSG00000267623"
chr19	27983032	27983332	"ENSG00000266906"	"processed_pseudogene"	"ENSG00000266906"
chr19	28065267	28125430	"ENSG00000267509"	"lncRNA"	"ENSG00000267509"
chr19	28294093	28313500	"ENSG00000266928"	"lncRNA"	"ENSG00000266928"
chr19	28316705	28386204	"ENSG00000267320"	"lncRNA"	"ENSG00000267320"
chr19	28394851	28396428	"ENSG00000267238"	"lncRNA"	"ENSG00000267238"
chr19	28418483	28429490	"ENSG00000260725"	"lncRNA"	"ENSG00000260725"
chr19	28435388	28727680	"ENSG00000283403"	"lncRNA"	"ENSG00000283403"
chr19	28437060	28535277	"ENSG00000267243"	"lncRNA"	"ENSG00000267243"
chr19	28491864	28632728	"ENSG00000266893"	"lncRNA"	"ENSG00000266893"
chr19	28509238	28518728	"ENSG00000267423"	"lncRNA"	"ENSG00000267423"
chr19	28602379	28648303	"ENSG00000267537"	"lncRNA"	"ENSG00000267537"
chr19	28606688	28615229	"ENSG00000266976"	"lncRNA"	"ENSG00000266976"
chr19	28683071	28724989	"ENSG00000283269"	"transcribed_unprocessed_pseudogene"	"ENSG00000283269"
chr19	28704249	28727777	"ENSG00000290606"	"lncRNA"	"ENSG00000290606"
chr19	28790812	28792871	"MAN1A2P1"	"processed_pseudogene"	"MAN1A2P1"
chr19	28869507	28879176	"ENSG00000267617"	"lncRNA"	"ENSG00000267617"
chr19	28883430	28970874	"LINC00906"	"lncRNA"	"LINC00906"
chr19	28892931	28895949	"ENSG00000267683"	"lncRNA"	"ENSG00000267683"
chr19	28949437	28950200	"ENSG00000267027"	"lncRNA"	"ENSG00000267027"
chr19	28960506	28964943	"ENSG00000267240"	"lncRNA"	"ENSG00000267240"
chr19	29001670	29001775	"RNA5SP470"	"rRNA_pseudogene"	"RNA5SP470"
chr19	29002319	29015160	"LINC01532"	"lncRNA"	"LINC01532"
chr19	29083094	29093031	"ENSG00000288017"	"lncRNA"	"ENSG00000288017"
chr19	29205320	29213151	"UQCRFS1"	"protein_coding"	"UQCRFS1"
chr19	29213235	29216604	"UQCRFS1-DT"	"lncRNA"	"UQCRFS1-DT"
chr19	29220864	29221666	"ENSG00000276251"	"lncRNA"	"ENSG00000276251"
chr19	29222542	29223137	"ENSG00000276631"	"lncRNA"	"ENSG00000276631"
chr19	29233090	29233385	"RN7SL340P"	"misc_RNA"	"RN7SL340P"
chr19	29268976	29298576	"ENSG00000287272"	"lncRNA"	"ENSG00000287272"
chr19	29287011	29525752	"VSTM2B-DT"	"lncRNA"	"VSTM2B-DT"
chr19	29448038	29448380	"ENSG00000267574"	"lncRNA"	"ENSG00000267574"
chr19	29489775	29526948	"ENSG00000266248"	"lncRNA"	"ENSG00000266248"
chr19	29506966	29509041	"ENSG00000279387"	"TEC"	"ENSG00000279387"
chr19	29525994	29564551	"VSTM2B"	"protein_coding"	"VSTM2B"
chr19	29606283	29617237	"POP4"	"protein_coding"	"POP4"
chr19	29665459	29675477	"PLEKHF1"	"protein_coding"	"PLEKHF1"
chr19	29698937	29715789	"C19orf12"	"protein_coding"	"C19orf12"
chr19	29715305	29716067	"ENSG00000289030"	"lncRNA"	"ENSG00000289030"
chr19	29775504	29781216	"ENSG00000286867"	"lncRNA"	"ENSG00000286867"
chr19	29811991	29824312	"CCNE1"	"protein_coding"	"CCNE1"
chr19	29838532	29841818	"ENSG00000286538"	"lncRNA"	"ENSG00000286538"
chr19	29901696	29901869	"ENSG00000267433"	"unprocessed_pseudogene"	"ENSG00000267433"
chr19	29915862	29917830	"ENSG00000278895"	"TEC"	"ENSG00000278895"
chr19	29921182	29921653	"PPIAP58"	"processed_pseudogene"	"PPIAP58"
chr19	29923644	30016612	"URI1"	"protein_coding"	"URI1"
chr19	29956369	29956988	"RPL9P32"	"processed_pseudogene"	"RPL9P32"
chr19	30028741	30029916	"ENSG00000267006"	"lncRNA"	"ENSG00000267006"
chr19	30037285	30037411	"TAF9P3"	"processed_pseudogene"	"TAF9P3"
chr19	30037423	30038181	"ENSG00000266910"	"processed_pseudogene"	"ENSG00000266910"
chr19	30058229	30060797	"ENSG00000287859"	"lncRNA"	"ENSG00000287859"
chr19	30078133	30085893	"ENSG00000288072"	"lncRNA"	"ENSG00000288072"
chr19	30219666	30228715	"ENSG00000267223"	"lncRNA"	"ENSG00000267223"
chr19	30224891	30713586	"ZNF536"	"protein_coding"	"ZNF536"
chr19	30493091	30494970	"ENSG00000289187"	"lncRNA"	"ENSG00000289187"
chr19	30553956	30558058	"ENSG00000280061"	"TEC"	"ENSG00000280061"
chr19	30665274	30668647	"ENSG00000267760"	"lncRNA"	"ENSG00000267760"
chr19	30850975	30872507	"ENSG00000267081"	"lncRNA"	"ENSG00000267081"
chr19	30907199	30909155	"LINC01834"	"lncRNA"	"LINC01834"
chr19	30946582	30957192	"ENSG00000267378"	"lncRNA"	"ENSG00000267378"
chr19	31100304	31147981	"ENSG00000284430"	"lncRNA"	"ENSG00000284430"
chr19	31149979	31349436	"TSHZ3"	"protein_coding"	"TSHZ3"
chr19	31167457	31225143	"LINC01791"	"lncRNA"	"LINC01791"
chr19	31348881	31417794	"TSHZ3-AS1"	"lncRNA"	"TSHZ3-AS1"
chr19	31364297	31366098	"ENSG00000278875"	"TEC"	"ENSG00000278875"
chr19	31421997	31427302	"ENSG00000267636"	"lncRNA"	"ENSG00000267636"
chr19	31465653	31466431	"LINC02959"	"lncRNA"	"LINC02959"
chr19	31520155	31554803	"LINC02841"	"lncRNA"	"LINC02841"
chr19	31588040	31595720	"ENSG00000261400"	"lncRNA"	"ENSG00000261400"
chr19	31588159	31593786	"THEG5"	"lncRNA"	"THEG5"
chr19	31655356	31655461	"RNA5SP471"	"rRNA_pseudogene"	"RNA5SP471"
chr19	31787148	31787255	"RNU6-967P"	"snRNA"	"RNU6-967P"
chr19	31797666	32072113	"LINC01837"	"lncRNA"	"LINC01837"
chr19	32025808	32073809	"LINC01533"	"lncRNA"	"LINC01533"
chr19	32102088	32105916	"LINC01782"	"lncRNA"	"LINC01782"
chr19	32103154	32106544	"ENSG00000267133"	"lncRNA"	"ENSG00000267133"
chr19	32127334	32184504	"ENSG00000286041"	"lncRNA"	"ENSG00000286041"
chr19	32206057	32222484	"ENSG00000288790"	"lncRNA"	"ENSG00000288790"
chr19	32243965	32244083	"RNA5SP472"	"rRNA_pseudogene"	"RNA5SP472"
chr19	32345594	32387667	"ZNF507"	"protein_coding"	"ZNF507"
chr19	32390050	32405560	"DPY19L3-DT"	"lncRNA"	"DPY19L3-DT"
chr19	32405543	32485895	"DPY19L3"	"protein_coding"	"DPY19L3"
chr19	32581190	32587453	"PDCD5"	"protein_coding"	"PDCD5"
chr19	32597006	32676597	"ANKRD27"	"protein_coding"	"ANKRD27"
chr19	32608337	32608469	"SNORA68B"	"snoRNA"	"SNORA68B"
chr19	32636078	32636475	"RPS12P31"	"processed_pseudogene"	"RPS12P31"
chr19	32655016	32655308	"RN7SL789P"	"misc_RNA"	"RN7SL789P"
chr19	32666298	32673210	"ENSG00000267557"	"lncRNA"	"ENSG00000267557"
chr19	32675848	32678300	"RGS9BP"	"protein_coding"	"RGS9BP"
chr19	32686918	32691764	"NUDT19-DT"	"lncRNA"	"NUDT19-DT"
chr19	32691821	32713792	"NUDT19"	"protein_coding"	"NUDT19"
chr19	32693041	32693529	"ENSG00000290058"	"lncRNA"	"ENSG00000290058"
chr19	32718298	32719595	"ENSG00000267567"	"lncRNA"	"ENSG00000267567"
chr19	32719753	32829580	"TDRD12"	"protein_coding"	"TDRD12"
chr19	32824142	32824505	"ENSG00000267245"	"processed_pseudogene"	"ENSG00000267245"
chr19	32830509	32869767	"SLC7A9"	"protein_coding"	"SLC7A9"
chr19	32831295	32833168	"ENSG00000267555"	"lncRNA"	"ENSG00000267555"
chr19	32862800	32863092	"RN7SKP22"	"misc_RNA"	"RN7SKP22"
chr19	32875925	32971991	"CEP89"	"protein_coding"	"CEP89"
chr19	32963499	32963865	"RPL31P60"	"processed_pseudogene"	"RPL31P60"
chr19	32972209	32978229	"FAAP24"	"protein_coding"	"FAAP24"
chr19	32978592	33064888	"RHPN2"	"protein_coding"	"RHPN2"
chr19	33051515	33051701	"ENSG00000267611"	"processed_pseudogene"	"ENSG00000267611"
chr19	33067175	33067433	"ENSG00000267725"	"processed_pseudogene"	"ENSG00000267725"
chr19	33080899	33130542	"GPATCH1"	"protein_coding"	"GPATCH1"
chr19	33132090	33175799	"WDR88"	"protein_coding"	"WDR88"
chr19	33175824	33176926	"ENSG00000289378"	"lncRNA"	"ENSG00000289378"
chr19	33177603	33208864	"LRP3"	"protein_coding"	"LRP3"
chr19	33178056	33178651	"ENSG00000267054"	"lncRNA"	"ENSG00000267054"
chr19	33207129	33207639	"ENSG00000273420"	"lncRNA"	"ENSG00000273420"
chr19	33208664	33225850	"SLC7A10"	"protein_coding"	"SLC7A10"
chr19	33217817	33222355	"ENSG00000267714"	"lncRNA"	"ENSG00000267714"
chr19	33283978	33285739	"ENSG00000270212"	"lncRNA"	"ENSG00000270212"
chr19	33299934	33301168	"ENSG00000267580"	"lncRNA"	"ENSG00000267580"
chr19	33299934	33302534	"CEBPA"	"protein_coding"	"CEBPA"
chr19	33301279	33301940	"ENSG00000267727"	"lncRNA"	"ENSG00000267727"
chr19	33302857	33305054	"CEBPA-DT"	"lncRNA"	"CEBPA-DT"
chr19	33305036	33309387	"ENSG00000267130"	"lncRNA"	"ENSG00000267130"
chr19	33340686	33341984	"RPS3AP50"	"processed_pseudogene"	"RPS3AP50"
chr19	33360497	33361448	"AKR1B1P7"	"processed_pseudogene"	"AKR1B1P7"
chr19	33373685	33382686	"CEBPG"	"protein_coding"	"CEBPG"
chr19	33386950	33521823	"PEPD"	"protein_coding"	"PEPD"
chr19	33555568	33557470	"ENSG00000266985"	"lncRNA"	"ENSG00000266985"
chr19	33589206	33589688	"RPL21P131"	"processed_pseudogene"	"RPL21P131"
chr19	33621953	33773509	"CHST8"	"protein_coding"	"CHST8"
chr19	33795933	33815763	"KCTD15"	"protein_coding"	"KCTD15"
chr19	33905094	33906065	"ENSG00000289539"	"lncRNA"	"ENSG00000289539"
chr19	33906352	33908393	"SUNO1"	"lncRNA"	"SUNO1"
chr19	33927364	33927625	"RN7SL150P"	"misc_RNA"	"RN7SL150P"
chr19	33997289	34066283	"ENSG00000287526"	"lncRNA"	"ENSG00000287526"
chr19	34021659	34021895	"RPS4XP23"	"processed_pseudogene"	"RPS4XP23"
chr19	34022656	34023427	"RPS4XP20"	"processed_pseudogene"	"RPS4XP20"
chr19	34092561	34093310	"RPS4XP21"	"processed_pseudogene"	"RPS4XP21"
chr19	34126973	34127423	"CHCHD2P3"	"processed_pseudogene"	"CHCHD2P3"
chr19	34172504	34229288	"LSM14A"	"protein_coding"	"LSM14A"
chr19	34254552	34355566	"GARRE1"	"protein_coding"	"GARRE1"
chr19	34296277	34296592	"RPL29P33"	"processed_pseudogene"	"RPL29P33"
chr19	34348356	34359412	"ENSG00000267219"	"lncRNA"	"ENSG00000267219"
chr19	34359480	34402413	"GPI"	"protein_coding"	"GPI"
chr19	34396315	34409364	"ENSG00000266953"	"protein_coding"	"ENSG00000266953"
chr19	34404399	34426168	"PDCD2L"	"protein_coding"	"PDCD2L"
chr19	34421988	34422311	"RN7SL154P"	"misc_RNA"	"RN7SL154P"
chr19	34426112	34428273	"ENSG00000267024"	"lncRNA"	"ENSG00000267024"
chr19	34428352	34471251	"UBA2"	"protein_coding"	"UBA2"
chr19	34481758	34512304	"WTIP"	"protein_coding"	"WTIP"
chr19	34533427	34534084	"RPS26P55"	"processed_pseudogene"	"RPS26P55"
chr19	34542462	34545395	"ZNF807P"	"unprocessed_pseudogene"	"ZNF807P"
chr19	34576728	34577797	"SCGB1B2P"	"lncRNA"	"SCGB1B2P"
chr19	34590644	34677159	"SCGB2B2"	"protein_coding"	"SCGB2B2"
chr19	34634844	34635717	"ENSG00000271049"	"processed_pseudogene"	"ENSG00000271049"
chr19	34637696	34637781	"ENSG00000252230"	"snoRNA"	"ENSG00000252230"
chr19	34638122	34640689	"ENSG00000268683"	"lncRNA"	"ENSG00000268683"
chr19	34645380	34646838	"ENSG00000279971"	"TEC"	"ENSG00000279971"
chr19	34645662	34646070	"SCGB2B3P"	"processed_pseudogene"	"SCGB2B3P"
chr19	34675717	34677581	"ENSG00000279329"	"TEC"	"ENSG00000279329"
chr19	34677639	34686397	"ZNF302"	"protein_coding"	"ZNF302"
chr19	34733298	34734501	"ENSG00000274104"	"lncRNA"	"ENSG00000274104"
chr19	34734155	34745378	"ZNF181"	"protein_coding"	"ZNF181"
chr19	34758073	34773229	"ZNF599"	"protein_coding"	"ZNF599"
chr19	34779412	34780021	"ENSG00000270281"	"processed_pseudogene"	"ENSG00000270281"
chr19	34788527	34832869	"LINC01801"	"lncRNA"	"LINC01801"
chr19	34811589	34814345	"ENSG00000261754"	"lncRNA"	"ENSG00000261754"
chr19	34825414	34825996	"ENSG00000271666"	"processed_pseudogene"	"ENSG00000271666"
chr19	34837889	34872479	"LINC02965"	"lncRNA"	"LINC02965"
chr19	34849046	34860747	"LINC03049"	"lncRNA"	"LINC03049"
chr19	34866352	34866919	"ENSG00000270624"	"processed_pseudogene"	"ENSG00000270624"
chr19	34891605	34905139	"LINC00904"	"lncRNA"	"LINC00904"
chr19	34905315	34908188	"LINC01838"	"lncRNA"	"LINC01838"
chr19	34905335	34926828	"ZNF30-AS1"	"lncRNA"	"ZNF30-AS1"
chr19	34926903	34945170	"ZNF30"	"protein_coding"	"ZNF30"
chr19	34949038	34951205	"ENSG00000280106"	"TEC"	"ENSG00000280106"
chr19	34956354	34964229	"ZNF792"	"protein_coding"	"ZNF792"
chr19	34994784	35026471	"GRAMD1A"	"protein_coding"	"GRAMD1A"
chr19	34998233	35000170	"GRAMD1A-AS1"	"lncRNA"	"GRAMD1A-AS1"
chr19	35014961	35025335	"ENSG00000271032"	"lncRNA"	"ENSG00000271032"
chr19	35030470	35040449	"SCN1B"	"protein_coding"	"SCN1B"
chr19	35040506	35066573	"HPN"	"protein_coding"	"HPN"
chr19	35042902	35106307	"HPN-AS1"	"lncRNA"	"HPN-AS1"
chr19	35090930	35113664	"ENSG00000179066"	"lncRNA"	"ENSG00000179066"
chr19	35106510	35124297	"ENSG00000285526"	"protein_coding"	"ENSG00000285526"
chr19	35115823	35124324	"FXYD3"	"protein_coding"	"FXYD3"
chr19	35122700	35122764	"MIR6887"	"miRNA"	"MIR6887"
chr19	35124513	35142451	"LGI4"	"protein_coding"	"LGI4"
chr19	35137645	35139580	"ENSG00000279619"	"TEC"	"ENSG00000279619"
chr19	35138824	35143109	"FXYD1"	"protein_coding"	"FXYD1"
chr19	35138824	35151336	"ENSG00000221857"	"lncRNA"	"ENSG00000221857"
chr19	35143250	35154302	"FXYD7"	"protein_coding"	"FXYD7"
chr19	35154730	35169881	"FXYD5"	"protein_coding"	"FXYD5"
chr19	35224800	35228739	"FAM187B"	"protein_coding"	"FAM187B"
chr19	35232291	35233003	"FAM187B2P"	"unprocessed_pseudogene"	"FAM187B2P"
chr19	35248330	35267964	"LSR"	"protein_coding"	"LSR"
chr19	35251440	35253639	"ENSG00000271366"	"lncRNA"	"ENSG00000271366"
chr19	35262846	35264804	"ENSG00000268947"	"lncRNA"	"ENSG00000268947"
chr19	35267862	35268080	"ENSG00000288942"	"lncRNA"	"ENSG00000288942"
chr19	35268962	35279821	"USF2"	"protein_coding"	"USF2"
chr19	35280716	35285143	"HAMP"	"protein_coding"	"HAMP"
chr19	35292125	35313807	"MAG"	"protein_coding"	"MAG"
chr19	35316293	35319048	"ENSG00000289845"	"lncRNA"	"ENSG00000289845"
chr19	35319261	35347361	"CD22"	"protein_coding"	"CD22"
chr19	35330843	35331920	"ENSG00000269553"	"lncRNA"	"ENSG00000269553"
chr19	35345513	35345627	"MIR5196"	"miRNA"	"MIR5196"
chr19	35347902	35353864	"FFAR1"	"protein_coding"	"FFAR1"
chr19	35358460	35360489	"FFAR3"	"protein_coding"	"FFAR3"
chr19	35371068	35372962	"GPR42"	"protein_coding"	"GPR42"
chr19	35382172	35384052	"EEF1A1P7"	"processed_pseudogene"	"EEF1A1P7"
chr19	35399511	35419385	"LINC01531"	"lncRNA"	"LINC01531"
chr19	35407770	35408493	"ENSG00000283479"	"transcribed_unprocessed_pseudogene"	"ENSG00000283479"
chr19	35414881	35415149	"RN7SL491P"	"misc_RNA"	"RN7SL491P"
chr19	35424062	35424652	"ENSG00000233214"	"lncRNA"	"ENSG00000233214"
chr19	35432957	35434642	"ENSG00000232680"	"lncRNA"	"ENSG00000232680"
chr19	35435765	35436509	"ENSG00000288731"	"lncRNA"	"ENSG00000288731"
chr19	35436753	35437366	"ENSG00000289246"	"lncRNA"	"ENSG00000289246"
chr19	35443907	35451767	"FFAR2"	"protein_coding"	"FFAR2"
chr19	35487324	35495558	"KRTDAP"	"protein_coding"	"KRTDAP"
chr19	35497220	35513658	"DMKN"	"protein_coding"	"DMKN"
chr19	35523367	35528351	"SBSN"	"protein_coding"	"SBSN"
chr19	35533455	35545319	"GAPDHS"	"protein_coding"	"GAPDHS"
chr19	35540738	35546029	"TMEM147-AS1"	"lncRNA"	"TMEM147-AS1"
chr19	35545600	35547526	"TMEM147"	"protein_coding"	"TMEM147"
chr19	35550031	35563658	"ATP4A"	"protein_coding"	"ATP4A"
chr19	35557928	35581960	"ENSG00000283907"	"lncRNA"	"ENSG00000283907"
chr19	35576602	35577354	"ENSG00000291292"	"unitary_pseudogene"	"ENSG00000291292"
chr19	35586161	35587296	"PMIS2"	"protein_coding"	"PMIS2"
chr19	35596581	35601596	"LINC01766"	"lncRNA"	"LINC01766"
chr19	35608285	35612666	"HAUS5-DT"	"lncRNA"	"HAUS5-DT"
chr19	35612735	35625355	"HAUS5"	"protein_coding"	"HAUS5"
chr19	35629030	35637686	"RBM42"	"protein_coding"	"RBM42"
chr19	35641745	35644871	"ETV2"	"protein_coding"	"ETV2"
chr19	35648323	35658782	"COX6B1"	"protein_coding"	"COX6B1"
chr19	35666517	35678481	"UPK1A"	"protein_coding"	"UPK1A"
chr19	35667948	35673304	"UPK1A-AS1"	"lncRNA"	"UPK1A-AS1"
chr19	35683778	35684201	"TYMSP2"	"processed_pseudogene"	"TYMSP2"
chr19	35704558	35717038	"ZBTB32"	"protein_coding"	"ZBTB32"
chr19	35717973	35738880	"KMT2B"	"protein_coding"	"KMT2B"
chr19	35738801	35742453	"IGFLR1"	"protein_coding"	"IGFLR1"
chr19	35739252	35745432	"ENSG00000267120"	"protein_coding"	"ENSG00000267120"
chr19	35742464	35745445	"U2AF1L4"	"protein_coding"	"U2AF1L4"
chr19	35745600	35747519	"PSENEN"	"protein_coding"	"PSENEN"
chr19	35745678	35754519	"ENSG00000188223"	"protein_coding"	"ENSG00000188223"
chr19	35747057	35753415	"ENSG00000267439"	"lncRNA"	"ENSG00000267439"
chr19	35748361	35754519	"LIN37"	"protein_coding"	"LIN37"
chr19	35754566	35755490	"ENSG00000267328"	"lncRNA"	"ENSG00000267328"
chr19	35754566	35758079	"HSPB6"	"protein_coding"	"HSPB6"
chr19	35758143	35771166	"PROSER3"	"protein_coding"	"PROSER3"
chr19	35769144	35771028	"ENSG00000267049"	"lncRNA"	"ENSG00000267049"
chr19	35774532	35788822	"ARHGAP33"	"protein_coding"	"ARHGAP33"
chr19	35785697	35797935	"TEX14BP"	"lncRNA"	"TEX14BP"
chr19	35788978	35796924	"TEX14BP"	"transcribed_unitary_pseudogene"	"TEX14BP"
chr19	35799988	35813299	"PRODH2"	"protein_coding"	"PRODH2"
chr19	35825372	35869287	"NPHS1"	"protein_coding"	"NPHS1"
chr19	35855861	35867136	"KIRREL2"	"protein_coding"	"KIRREL2"
chr19	35867899	35879792	"APLP1"	"protein_coding"	"APLP1"
chr19	35881890	35882153	"RN7SL402P"	"misc_RNA"	"RN7SL402P"
chr19	35887653	35902303	"NFKBID"	"protein_coding"	"NFKBID"
chr19	35901561	35903855	"ENSG00000280194"	"TEC"	"ENSG00000280194"
chr19	35902529	35904377	"HCST"	"protein_coding"	"HCST"
chr19	35904401	35908295	"TYROBP"	"protein_coding"	"TYROBP"
chr19	35935358	35946624	"LRFN3"	"protein_coding"	"LRFN3"
chr19	35947115	35959192	"ENSG00000267786"	"lncRNA"	"ENSG00000267786"
chr19	35957121	35957382	"ENSG00000267113"	"processed_pseudogene"	"ENSG00000267113"
chr19	35960512	35964063	"ENSG00000267388"	"lncRNA"	"ENSG00000267388"
chr19	35995188	35996312	"SDHAF1"	"protein_coding"	"SDHAF1"
chr19	36003307	36008813	"SYNE4"	"protein_coding"	"SYNE4"
chr19	36008638	36014235	"ENSG00000248101"	"lncRNA"	"ENSG00000248101"
chr19	36009120	36014239	"ALKBH6"	"protein_coding"	"ALKBH6"
chr19	36014493	36045972	"ENSG00000267698"	"lncRNA"	"ENSG00000267698"
chr19	36014660	36033343	"CLIP3"	"protein_coding"	"CLIP3"
chr19	36034984	36054739	"THAP8"	"protein_coding"	"THAP8"
chr19	36054649	36105108	"WDR62"	"protein_coding"	"WDR62"
chr19	36070239	36071070	"ENSG00000280023"	"TEC"	"ENSG00000280023"
chr19	36111143	36113711	"OVOL3"	"protein_coding"	"OVOL3"
chr19	36113709	36115213	"POLR2I"	"protein_coding"	"POLR2I"
chr19	36114289	36125947	"TBCB"	"protein_coding"	"TBCB"
chr19	36114362	36115146	"ENSG00000279504"	"TEC"	"ENSG00000279504"
chr19	36139953	36150353	"CAPNS1"	"protein_coding"	"CAPNS1"
chr19	36144081	36148348	"ENSG00000270760"	"lncRNA"	"ENSG00000270760"
chr19	36150922	36152449	"COX7A1"	"protein_coding"	"COX7A1"
chr19	36173406	36173853	"ENSG00000267005"	"processed_pseudogene"	"ENSG00000267005"
chr19	36182276	36246257	"ZNF565"	"protein_coding"	"ZNF565"
chr19	36203347	36203459	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr19	36214602	36238771	"ZNF146"	"protein_coding"	"ZNF146"
chr19	36257662	36321276	"ENSG00000267053"	"lncRNA"	"ENSG00000267053"
chr19	36259540	36331770	"LINC00665"	"lncRNA"	"LINC00665"
chr19	36334453	36379201	"ZFP14"	"protein_coding"	"ZFP14"
chr19	36378028	36378832	"ENSG00000266973"	"lncRNA"	"ENSG00000266973"
chr19	36379351	36380912	"ENSG00000267363"	"lncRNA"	"ENSG00000267363"
chr19	36383120	36418644	"ZFP82"	"protein_coding"	"ZFP82"
chr19	36421536	36422534	"ENSG00000267142"	"processed_pseudogene"	"ENSG00000267142"
chr19	36445119	36489902	"ZNF566"	"protein_coding"	"ZNF566"
chr19	36489649	36491040	"ZNF566-AS1"	"lncRNA"	"ZNF566-AS1"
chr19	36496916	36498159	"CTBP2P7"	"processed_pseudogene"	"CTBP2P7"
chr19	36510687	36528271	"ZNF260"	"protein_coding"	"ZNF260"
chr19	36528318	36535235	"ENSG00000228629"	"lncRNA"	"ENSG00000228629"
chr19	36534774	36605276	"ZNF529"	"protein_coding"	"ZNF529"
chr19	36573070	36594712	"ZNF529-AS1"	"lncRNA"	"ZNF529-AS1"
chr19	36604817	36634114	"ZNF382"	"protein_coding"	"ZNF382"
chr19	36636618	36666853	"ZNF461"	"protein_coding"	"ZNF461"
chr19	36668102	36669404	"ENSG00000276071"	"lncRNA"	"ENSG00000276071"
chr19	36682636	36687468	"ZNF567-DT"	"lncRNA"	"ZNF567-DT"
chr19	36687612	36727701	"ZNF567"	"protein_coding"	"ZNF567"
chr19	36714383	36772825	"ZNF850"	"protein_coding"	"ZNF850"
chr19	36773100	36777078	"ENSG00000267260"	"lncRNA"	"ENSG00000267260"
chr19	36773712	36775908	"ENSG00000267353"	"lncRNA"	"ENSG00000267353"
chr19	36797501	36831596	"ZNF790-AS1"	"lncRNA"	"ZNF790-AS1"
chr19	36817428	36850787	"ZNF790"	"protein_coding"	"ZNF790"
chr19	36850361	36913029	"ZNF345"	"protein_coding"	"ZNF345"
chr19	36850858	36998682	"ENSG00000291239"	"protein_coding"	"ENSG00000291239"
chr19	36858227	36858329	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr19	36888124	36916291	"ZNF829"	"protein_coding"	"ZNF829"
chr19	36901742	36902117	"RPL31P61"	"processed_pseudogene"	"RPL31P61"
chr19	36916316	37005037	"ZNF568"	"protein_coding"	"ZNF568"
chr19	37007857	37130368	"ZNF420"	"protein_coding"	"ZNF420"
chr19	37024886	37025254	"ENSG00000275547"	"unprocessed_pseudogene"	"ENSG00000275547"
chr19	37075113	37078605	"ENSG00000267345"	"lncRNA"	"ENSG00000267345"
chr19	37091341	37092564	"ENSG00000267672"	"lncRNA"	"ENSG00000267672"
chr19	37093019	37210512	"ENSG00000267360"	"protein_coding"	"ENSG00000267360"
chr19	37106734	37172741	"ZNF585A"	"protein_coding"	"ZNF585A"
chr19	37128679	37141640	"ENSG00000267437"	"lncRNA"	"ENSG00000267437"
